transaction_id,date,product_id,product_name,product_category,quantity,ppu,amount,customer_id,region,company_name
T024974,2025-05-03,PROD-007,USB-C Docking Station,Electronics,1,340000,340000,Customer-051,Mandalay,Skyline Logistics Inc.
T024975,2025-05-03,PROD-002,Wireless Mechanical Keyboard,Electronics,10,380000,3800000,Customer-051,Mandalay,Skyline Logistics Inc.
T025073,2025-05-04,PROD-007,USB-C Docking Station,Electronics,4,340000,1360000,Customer-051,Mandalay,Skyline Logistics Inc.
T025074,2025-05-04,PROD-008,Executive Ballpoint Pen Box,Office Supplies,8,70000,560000,Customer-051,Mandalay,Skyline Logistics Inc.
T025075,2025-05-04,PROD-007,USB-C Docking Station,Electronics,1,340000,340000,Customer-051,Mandalay,Skyline Logistics Inc.
T025166,2025-05-05,PROD-003,27-inch 4K Monitor,Electronics,2,1200000,2400000,Customer-051,Mandalay,Skyline Logistics Inc.
T025269,2025-05-06,PROD-004,Standing Desk Converter,Furniture,9,500000,4500000,Customer-051,Mandalay,Skyline Logistics Inc.
T025270,2025-05-06,PROD-007,USB-C Docking Station,Electronics,6,340000,2040000,Customer-051,Mandalay,Skyline Logistics Inc.
T025366,2025-05-07,PROD-010,Webcam 1080p HD,Electronics,3,180000,540000,Customer-051,Mandalay,Skyline Logistics Inc.
T025367,2025-05-07,PROD-005,Noise-Cancelling Headphones,Electronics,10,900000,9000000,Customer-051,Mandalay,Skyline Logistics Inc.
T025462,2025-05-08,PROD-004,Standing Desk Converter,Furniture,3,500000,1500000,Customer-051,Mandalay,Skyline Logistics Inc.
T025463,2025-05-08,PROD-005,Noise-Cancelling Headphones,Electronics,6,900000,5400000,Customer-051,Mandalay,Skyline Logistics Inc.
T025559,2025-05-09,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,4,25500,102000,Customer-051,Mandalay,Skyline Logistics Inc.
T025560,2025-05-09,PROD-002,Wireless Mechanical Keyboard,Electronics,4,380000,1520000,Customer-051,Mandalay,Skyline Logistics Inc.
T025653,2025-05-10,PROD-010,Webcam 1080p HD,Electronics,7,180000,1260000,Customer-051,Mandalay,Skyline Logistics Inc.
T025654,2025-05-10,PROD-005,Noise-Cancelling Headphones,Electronics,5,900000,4500000,Customer-051,Mandalay,Skyline Logistics Inc.
T025849,2025-05-12,PROD-009,Adjustable Monitor Arm,Furniture,2,195000,390000,Customer-051,Mandalay,Skyline Logistics Inc.
T025943,2025-05-13,PROD-004,Standing Desk Converter,Furniture,5,500000,2500000,Customer-051,Mandalay,Skyline Logistics Inc.
T026055,2025-05-14,PROD-004,Standing Desk Converter,Furniture,7,500000,3500000,Customer-051,Mandalay,Skyline Logistics Inc.
T026056,2025-05-14,PROD-004,Standing Desk Converter,Furniture,10,500000,5000000,Customer-051,Mandalay,Skyline Logistics Inc.
T026167,2025-05-15,PROD-002,Wireless Mechanical Keyboard,Electronics,8,380000,3040000,Customer-051,Mandalay,Skyline Logistics Inc.
T026168,2025-05-15,PROD-005,Noise-Cancelling Headphones,Electronics,5,900000,4500000,Customer-051,Mandalay,Skyline Logistics Inc.
T026260,2025-05-16,PROD-010,Webcam 1080p HD,Electronics,3,180000,540000,Customer-051,Mandalay,Skyline Logistics Inc.
T026350,2025-05-17,PROD-001,Ergonomic Mesh Chair,Furniture,7,750000,5250000,Customer-051,Mandalay,Skyline Logistics Inc.
T026351,2025-05-17,PROD-007,USB-C Docking Station,Electronics,3,340000,1020000,Customer-051,Mandalay,Skyline Logistics Inc.
T026352,2025-05-17,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,2,25500,51000,Customer-051,Mandalay,Skyline Logistics Inc.
T026633,2025-05-20,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,8,25500,204000,Customer-051,Mandalay,Skyline Logistics Inc.
T026832,2025-05-22,PROD-005,Noise-Cancelling Headphones,Electronics,8,900000,7200000,Customer-051,Mandalay,Skyline Logistics Inc.
T026833,2025-05-22,PROD-008,Executive Ballpoint Pen Box,Office Supplies,3,70000,210000,Customer-051,Mandalay,Skyline Logistics Inc.
T026954,2025-05-23,PROD-001,Ergonomic Mesh Chair,Furniture,10,750000,7500000,Customer-051,Mandalay,Skyline Logistics Inc.
T026955,2025-05-23,PROD-003,27-inch 4K Monitor,Electronics,5,1200000,6000000,Customer-051,Mandalay,Skyline Logistics Inc.
T026956,2025-05-23,PROD-002,Wireless Mechanical Keyboard,Electronics,8,380000,3040000,Customer-051,Mandalay,Skyline Logistics Inc.
T027138,2025-05-25,PROD-005,Noise-Cancelling Headphones,Electronics,10,900000,9000000,Customer-051,Mandalay,Skyline Logistics Inc.
T027139,2025-05-25,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,4,25500,102000,Customer-051,Mandalay,Skyline Logistics Inc.
T027239,2025-05-26,PROD-009,Adjustable Monitor Arm,Furniture,2,195000,390000,Customer-051,Mandalay,Skyline Logistics Inc.
T027240,2025-05-26,PROD-008,Executive Ballpoint Pen Box,Office Supplies,5,70000,350000,Customer-051,Mandalay,Skyline Logistics Inc.
T027337,2025-05-27,PROD-008,Executive Ballpoint Pen Box,Office Supplies,7,70000,490000,Customer-051,Mandalay,Skyline Logistics Inc.
T027545,2025-05-29,PROD-010,Webcam 1080p HD,Electronics,5,180000,900000,Customer-051,Mandalay,Skyline Logistics Inc.
T027717,2025-05-31,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,6,25500,153000,Customer-051,Mandalay,Skyline Logistics Inc.
T027789,2025-06-01,PROD-010,Webcam 1080p HD,Electronics,5,180000,900000,Customer-051,Mandalay,Skyline Logistics Inc.
T027790,2025-06-01,PROD-004,Standing Desk Converter,Furniture,1,500000,500000,Customer-051,Mandalay,Skyline Logistics Inc.
T027951,2025-06-03,PROD-009,Adjustable Monitor Arm,Furniture,6,195000,1170000,Customer-051,Mandalay,Skyline Logistics Inc.
T027952,2025-06-03,PROD-002,Wireless Mechanical Keyboard,Electronics,6,380000,2280000,Customer-051,Mandalay,Skyline Logistics Inc.
T028110,2025-06-05,PROD-001,Ergonomic Mesh Chair,Furniture,6,750000,4500000,Customer-051,Mandalay,Skyline Logistics Inc.
T028183,2025-06-06,PROD-002,Wireless Mechanical Keyboard,Electronics,2,380000,760000,Customer-051,Mandalay,Skyline Logistics Inc.
T028184,2025-06-06,PROD-003,27-inch 4K Monitor,Electronics,4,1200000,4800000,Customer-051,Mandalay,Skyline Logistics Inc.
T028259,2025-06-07,PROD-008,Executive Ballpoint Pen Box,Office Supplies,7,70000,490000,Customer-051,Mandalay,Skyline Logistics Inc.
T028260,2025-06-07,PROD-003,27-inch 4K Monitor,Electronics,3,1200000,3600000,Customer-051,Mandalay,Skyline Logistics Inc.
T028261,2025-06-07,PROD-010,Webcam 1080p HD,Electronics,8,180000,1440000,Customer-051,Mandalay,Skyline Logistics Inc.
T028262,2025-06-07,PROD-003,27-inch 4K Monitor,Electronics,10,1200000,12000000,Customer-051,Mandalay,Skyline Logistics Inc.
T028263,2025-06-07,PROD-010,Webcam 1080p HD,Electronics,7,180000,1260000,Customer-051,Mandalay,Skyline Logistics Inc.
T028336,2025-06-08,PROD-004,Standing Desk Converter,Furniture,1,500000,500000,Customer-051,Mandalay,Skyline Logistics Inc.
T028337,2025-06-08,PROD-004,Standing Desk Converter,Furniture,10,500000,5000000,Customer-051,Mandalay,Skyline Logistics Inc.
T028338,2025-06-08,PROD-007,USB-C Docking Station,Electronics,3,340000,1020000,Customer-051,Mandalay,Skyline Logistics Inc.
T028488,2025-06-10,PROD-002,Wireless Mechanical Keyboard,Electronics,5,380000,1900000,Customer-051,Mandalay,Skyline Logistics Inc.
T028566,2025-06-11,PROD-002,Wireless Mechanical Keyboard,Electronics,4,380000,1520000,Customer-051,Mandalay,Skyline Logistics Inc.
T028635,2025-06-12,PROD-002,Wireless Mechanical Keyboard,Electronics,9,380000,3420000,Customer-051,Mandalay,Skyline Logistics Inc.
T028636,2025-06-12,PROD-008,Executive Ballpoint Pen Box,Office Supplies,8,70000,560000,Customer-051,Mandalay,Skyline Logistics Inc.
T028637,2025-06-12,PROD-007,USB-C Docking Station,Electronics,8,340000,2720000,Customer-051,Mandalay,Skyline Logistics Inc.
T028714,2025-06-13,PROD-004,Standing Desk Converter,Furniture,8,500000,4000000,Customer-051,Mandalay,Skyline Logistics Inc.
T028799,2025-06-14,PROD-009,Adjustable Monitor Arm,Furniture,10,195000,1950000,Customer-051,Mandalay,Skyline Logistics Inc.
T028800,2025-06-14,PROD-001,Ergonomic Mesh Chair,Furniture,2,750000,1500000,Customer-051,Mandalay,Skyline Logistics Inc.
T028877,2025-06-15,PROD-007,USB-C Docking Station,Electronics,4,340000,1360000,Customer-051,Mandalay,Skyline Logistics Inc.
T029024,2025-06-17,PROD-003,27-inch 4K Monitor,Electronics,1,1200000,1200000,Customer-051,Mandalay,Skyline Logistics Inc.
T029096,2025-06-18,PROD-009,Adjustable Monitor Arm,Furniture,7,195000,1365000,Customer-051,Mandalay,Skyline Logistics Inc.
T029097,2025-06-18,PROD-004,Standing Desk Converter,Furniture,4,500000,2000000,Customer-051,Mandalay,Skyline Logistics Inc.
T029170,2025-06-19,PROD-001,Ergonomic Mesh Chair,Furniture,1,750000,750000,Customer-051,Mandalay,Skyline Logistics Inc.
T029380,2025-06-22,PROD-009,Adjustable Monitor Arm,Furniture,5,195000,975000,Customer-051,Mandalay,Skyline Logistics Inc.
T029437,2025-06-23,PROD-001,Ergonomic Mesh Chair,Furniture,1,750000,750000,Customer-051,Mandalay,Skyline Logistics Inc.
T029438,2025-06-23,PROD-001,Ergonomic Mesh Chair,Furniture,9,750000,6750000,Customer-051,Mandalay,Skyline Logistics Inc.
T029439,2025-06-23,PROD-001,Ergonomic Mesh Chair,Furniture,8,750000,6000000,Customer-051,Mandalay,Skyline Logistics Inc.
T029440,2025-06-23,PROD-003,27-inch 4K Monitor,Electronics,5,1200000,6000000,Customer-051,Mandalay,Skyline Logistics Inc.
T029441,2025-06-23,PROD-003,27-inch 4K Monitor,Electronics,7,1200000,8400000,Customer-051,Mandalay,Skyline Logistics Inc.
T029511,2025-06-24,PROD-007,USB-C Docking Station,Electronics,8,340000,2720000,Customer-051,Mandalay,Skyline Logistics Inc.
T029643,2025-06-26,PROD-008,Executive Ballpoint Pen Box,Office Supplies,10,70000,700000,Customer-051,Mandalay,Skyline Logistics Inc.
T029644,2025-06-26,PROD-005,Noise-Cancelling Headphones,Electronics,3,900000,2700000,Customer-051,Mandalay,Skyline Logistics Inc.
T029645,2025-06-26,PROD-005,Noise-Cancelling Headphones,Electronics,3,900000,2700000,Customer-051,Mandalay,Skyline Logistics Inc.
T029646,2025-06-26,PROD-001,Ergonomic Mesh Chair,Furniture,8,750000,6000000,Customer-051,Mandalay,Skyline Logistics Inc.
T029733,2025-06-27,PROD-004,Standing Desk Converter,Furniture,4,500000,2000000,Customer-051,Mandalay,Skyline Logistics Inc.
T029734,2025-06-27,PROD-002,Wireless Mechanical Keyboard,Electronics,1,380000,380000,Customer-051,Mandalay,Skyline Logistics Inc.
T029804,2025-06-28,PROD-009,Adjustable Monitor Arm,Furniture,10,195000,1950000,Customer-051,Mandalay,Skyline Logistics Inc.
T029805,2025-06-28,PROD-008,Executive Ballpoint Pen Box,Office Supplies,2,70000,140000,Customer-051,Mandalay,Skyline Logistics Inc.
T029868,2025-06-29,PROD-002,Wireless Mechanical Keyboard,Electronics,10,380000,3800000,Customer-051,Mandalay,Skyline Logistics Inc.
T029956,2025-06-30,PROD-001,Ergonomic Mesh Chair,Furniture,7,750000,5250000,Customer-051,Mandalay,Skyline Logistics Inc.
T029957,2025-06-30,PROD-007,USB-C Docking Station,Electronics,3,340000,1020000,Customer-051,Mandalay,Skyline Logistics Inc.
T029958,2025-06-30,PROD-004,Standing Desk Converter,Furniture,4,500000,2000000,Customer-051,Mandalay,Skyline Logistics Inc.
T000106,2025-01-01,PROD-004,Standing Desk Converter,Furniture,3,500000,1500000,Customer-052,Taunggyi,Grand Industries Ltd.
T000417,2025-01-02,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,5,25500,127500,Customer-052,Taunggyi,Grand Industries Ltd.
T000418,2025-01-02,PROD-007,USB-C Docking Station,Electronics,5,340000,1700000,Customer-052,Taunggyi,Grand Industries Ltd.
T000419,2025-01-02,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,4,25500,102000,Customer-052,Taunggyi,Grand Industries Ltd.
T000717,2025-01-03,PROD-005,Noise-Cancelling Headphones,Electronics,10,900000,9000000,Customer-052,Taunggyi,Grand Industries Ltd.
T000718,2025-01-03,PROD-010,Webcam 1080p HD,Electronics,7,180000,1260000,Customer-052,Taunggyi,Grand Industries Ltd.
T000719,2025-01-03,PROD-004,Standing Desk Converter,Furniture,6,500000,3000000,Customer-052,Taunggyi,Grand Industries Ltd.
T001023,2025-01-04,PROD-004,Standing Desk Converter,Furniture,7,500000,3500000,Customer-052,Taunggyi,Grand Industries Ltd.
T001024,2025-01-04,PROD-001,Ergonomic Mesh Chair,Furniture,9,750000,6750000,Customer-052,Taunggyi,Grand Industries Ltd.
T001649,2025-01-06,PROD-004,Standing Desk Converter,Furniture,10,500000,5000000,Customer-052,Taunggyi,Grand Industries Ltd.
T001650,2025-01-06,PROD-009,Adjustable Monitor Arm,Furniture,9,195000,1755000,Customer-052,Taunggyi,Grand Industries Ltd.
T001651,2025-01-06,PROD-007,USB-C Docking Station,Electronics,3,340000,1020000,Customer-052,Taunggyi,Grand Industries Ltd.
T001983,2025-01-07,PROD-001,Ergonomic Mesh Chair,Furniture,5,750000,3750000,Customer-052,Taunggyi,Grand Industries Ltd.
T001984,2025-01-07,PROD-009,Adjustable Monitor Arm,Furniture,6,195000,1170000,Customer-052,Taunggyi,Grand Industries Ltd.
T002260,2025-01-08,PROD-003,27-inch 4K Monitor,Electronics,8,1200000,9600000,Customer-052,Taunggyi,Grand Industries Ltd.
T002261,2025-01-08,PROD-001,Ergonomic Mesh Chair,Furniture,6,750000,4500000,Customer-052,Taunggyi,Grand Industries Ltd.
T002262,2025-01-08,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,10,25500,255000,Customer-052,Taunggyi,Grand Industries Ltd.
T003129,2025-01-11,PROD-002,Wireless Mechanical Keyboard,Electronics,7,380000,2660000,Customer-052,Taunggyi,Grand Industries Ltd.
T003130,2025-01-11,PROD-004,Standing Desk Converter,Furniture,2,500000,1000000,Customer-052,Taunggyi,Grand Industries Ltd.
T003446,2025-01-12,PROD-002,Wireless Mechanical Keyboard,Electronics,2,380000,760000,Customer-052,Taunggyi,Grand Industries Ltd.
T003724,2025-01-13,PROD-008,Executive Ballpoint Pen Box,Office Supplies,2,70000,140000,Customer-052,Taunggyi,Grand Industries Ltd.
T003725,2025-01-13,PROD-002,Wireless Mechanical Keyboard,Electronics,5,380000,1900000,Customer-052,Taunggyi,Grand Industries Ltd.
T004043,2025-01-14,PROD-008,Executive Ballpoint Pen Box,Office Supplies,7,70000,490000,Customer-052,Taunggyi,Grand Industries Ltd.
T004044,2025-01-14,PROD-003,27-inch 4K Monitor,Electronics,5,1200000,6000000,Customer-052,Taunggyi,Grand Industries Ltd.
T004045,2025-01-14,PROD-002,Wireless Mechanical Keyboard,Electronics,7,380000,2660000,Customer-052,Taunggyi,Grand Industries Ltd.
T004046,2025-01-14,PROD-009,Adjustable Monitor Arm,Furniture,1,195000,195000,Customer-052,Taunggyi,Grand Industries Ltd.
T004665,2025-01-16,PROD-002,Wireless Mechanical Keyboard,Electronics,1,380000,380000,Customer-052,Taunggyi,Grand Industries Ltd.
T004666,2025-01-16,PROD-001,Ergonomic Mesh Chair,Furniture,3,750000,2250000,Customer-052,Taunggyi,Grand Industries Ltd.
T004950,2025-01-17,PROD-005,Noise-Cancelling Headphones,Electronics,2,900000,1800000,Customer-052,Taunggyi,Grand Industries Ltd.
T004951,2025-01-17,PROD-008,Executive Ballpoint Pen Box,Office Supplies,9,70000,630000,Customer-052,Taunggyi,Grand Industries Ltd.
T005296,2025-01-18,PROD-002,Wireless Mechanical Keyboard,Electronics,10,380000,3800000,Customer-052,Taunggyi,Grand Industries Ltd.
T006526,2025-01-22,PROD-008,Executive Ballpoint Pen Box,Office Supplies,6,70000,420000,Customer-052,Taunggyi,Grand Industries Ltd.
T006839,2025-01-23,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,8,25500,204000,Customer-052,Taunggyi,Grand Industries Ltd.
T006840,2025-01-23,PROD-009,Adjustable Monitor Arm,Furniture,9,195000,1755000,Customer-052,Taunggyi,Grand Industries Ltd.
T006841,2025-01-23,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,9,25500,229500,Customer-052,Taunggyi,Grand Industries Ltd.
T007166,2025-01-24,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,2,25500,51000,Customer-052,Taunggyi,Grand Industries Ltd.
T007467,2025-01-25,PROD-001,Ergonomic Mesh Chair,Furniture,8,750000,6000000,Customer-052,Taunggyi,Grand Industries Ltd.
T007468,2025-01-25,PROD-010,Webcam 1080p HD,Electronics,2,180000,360000,Customer-052,Taunggyi,Grand Industries Ltd.
T007469,2025-01-25,PROD-003,27-inch 4K Monitor,Electronics,10,1200000,12000000,Customer-052,Taunggyi,Grand Industries Ltd.
T007470,2025-01-25,PROD-003,27-inch 4K Monitor,Electronics,2,1200000,2400000,Customer-052,Taunggyi,Grand Industries Ltd.
T007796,2025-01-26,PROD-002,Wireless Mechanical Keyboard,Electronics,8,380000,3040000,Customer-052,Taunggyi,Grand Industries Ltd.
T007797,2025-01-26,PROD-003,27-inch 4K Monitor,Electronics,2,1200000,2400000,Customer-052,Taunggyi,Grand Industries Ltd.
T008116,2025-01-27,PROD-007,USB-C Docking Station,Electronics,4,340000,1360000,Customer-052,Taunggyi,Grand Industries Ltd.
T008402,2025-01-28,PROD-003,27-inch 4K Monitor,Electronics,1,1200000,1200000,Customer-052,Taunggyi,Grand Industries Ltd.
T008988,2025-01-30,PROD-001,Ergonomic Mesh Chair,Furniture,10,750000,7500000,Customer-052,Taunggyi,Grand Industries Ltd.
T008989,2025-01-30,PROD-009,Adjustable Monitor Arm,Furniture,4,195000,780000,Customer-052,Taunggyi,Grand Industries Ltd.
T009308,2025-01-31,PROD-008,Executive Ballpoint Pen Box,Office Supplies,4,70000,280000,Customer-052,Taunggyi,Grand Industries Ltd.
T009309,2025-01-31,PROD-004,Standing Desk Converter,Furniture,10,500000,5000000,Customer-052,Taunggyi,Grand Industries Ltd.
T009310,2025-01-31,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,1,25500,25500,Customer-052,Taunggyi,Grand Industries Ltd.
T010558,2025-02-04,PROD-002,Wireless Mechanical Keyboard,Electronics,8,380000,3040000,Customer-052,Taunggyi,Grand Industries Ltd.
T010559,2025-02-04,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,7,25500,178500,Customer-052,Taunggyi,Grand Industries Ltd.
T011170,2025-02-06,PROD-004,Standing Desk Converter,Furniture,1,500000,500000,Customer-052,Taunggyi,Grand Industries Ltd.
T011451,2025-02-07,PROD-003,27-inch 4K Monitor,Electronics,2,1200000,2400000,Customer-052,Taunggyi,Grand Industries Ltd.
T011452,2025-02-07,PROD-007,USB-C Docking Station,Electronics,3,340000,1020000,Customer-052,Taunggyi,Grand Industries Ltd.
T011754,2025-02-08,PROD-008,Executive Ballpoint Pen Box,Office Supplies,7,70000,490000,Customer-052,Taunggyi,Grand Industries Ltd.
T011755,2025-02-08,PROD-008,Executive Ballpoint Pen Box,Office Supplies,8,70000,560000,Customer-052,Taunggyi,Grand Industries Ltd.
T012068,2025-02-09,PROD-001,Ergonomic Mesh Chair,Furniture,3,750000,2250000,Customer-052,Taunggyi,Grand Industries Ltd.
T012384,2025-02-10,PROD-004,Standing Desk Converter,Furniture,1,500000,500000,Customer-052,Taunggyi,Grand Industries Ltd.
T012385,2025-02-10,PROD-005,Noise-Cancelling Headphones,Electronics,9,900000,8100000,Customer-052,Taunggyi,Grand Industries Ltd.
T012679,2025-02-11,PROD-005,Noise-Cancelling Headphones,Electronics,7,900000,6300000,Customer-052,Taunggyi,Grand Industries Ltd.
T012680,2025-02-11,PROD-008,Executive Ballpoint Pen Box,Office Supplies,9,70000,630000,Customer-052,Taunggyi,Grand Industries Ltd.
T012983,2025-02-12,PROD-009,Adjustable Monitor Arm,Furniture,6,195000,1170000,Customer-052,Taunggyi,Grand Industries Ltd.
T013593,2025-02-14,PROD-002,Wireless Mechanical Keyboard,Electronics,8,380000,3040000,Customer-052,Taunggyi,Grand Industries Ltd.
T013594,2025-02-14,PROD-004,Standing Desk Converter,Furniture,3,500000,1500000,Customer-052,Taunggyi,Grand Industries Ltd.
T013887,2025-02-15,PROD-003,27-inch 4K Monitor,Electronics,8,1200000,9600000,Customer-052,Taunggyi,Grand Industries Ltd.
T013888,2025-02-15,PROD-008,Executive Ballpoint Pen Box,Office Supplies,10,70000,700000,Customer-052,Taunggyi,Grand Industries Ltd.
T013889,2025-02-15,PROD-008,Executive Ballpoint Pen Box,Office Supplies,2,70000,140000,Customer-052,Taunggyi,Grand Industries Ltd.
T014188,2025-02-16,PROD-005,Noise-Cancelling Headphones,Electronics,4,900000,3600000,Customer-052,Taunggyi,Grand Industries Ltd.
T014189,2025-02-16,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,8,25500,204000,Customer-052,Taunggyi,Grand Industries Ltd.
T014190,2025-02-16,PROD-009,Adjustable Monitor Arm,Furniture,9,195000,1755000,Customer-052,Taunggyi,Grand Industries Ltd.
T014489,2025-02-17,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,1,25500,25500,Customer-052,Taunggyi,Grand Industries Ltd.
T014490,2025-02-17,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,9,25500,229500,Customer-052,Taunggyi,Grand Industries Ltd.
T014760,2025-02-18,PROD-008,Executive Ballpoint Pen Box,Office Supplies,9,70000,630000,Customer-052,Taunggyi,Grand Industries Ltd.
T014761,2025-02-18,PROD-001,Ergonomic Mesh Chair,Furniture,4,750000,3000000,Customer-052,Taunggyi,Grand Industries Ltd.
T014762,2025-02-18,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,10,25500,255000,Customer-052,Taunggyi,Grand Industries Ltd.
T014763,2025-02-18,PROD-007,USB-C Docking Station,Electronics,1,340000,340000,Customer-052,Taunggyi,Grand Industries Ltd.
T014764,2025-02-18,PROD-004,Standing Desk Converter,Furniture,9,500000,4500000,Customer-052,Taunggyi,Grand Industries Ltd.
T015083,2025-02-19,PROD-009,Adjustable Monitor Arm,Furniture,3,195000,585000,Customer-052,Taunggyi,Grand Industries Ltd.
T015381,2025-02-20,PROD-007,USB-C Docking Station,Electronics,1,340000,340000,Customer-052,Taunggyi,Grand Industries Ltd.
T015522,2025-02-21,PROD-010,Webcam 1080p HD,Electronics,7,180000,1260000,Customer-052,Taunggyi,Grand Industries Ltd.
T015523,2025-02-21,PROD-001,Ergonomic Mesh Chair,Furniture,1,750000,750000,Customer-052,Taunggyi,Grand Industries Ltd.
T015680,2025-02-22,PROD-001,Ergonomic Mesh Chair,Furniture,8,750000,6000000,Customer-052,Taunggyi,Grand Industries Ltd.
T015681,2025-02-22,PROD-010,Webcam 1080p HD,Electronics,3,180000,540000,Customer-052,Taunggyi,Grand Industries Ltd.
T015682,2025-02-22,PROD-010,Webcam 1080p HD,Electronics,8,180000,1440000,Customer-052,Taunggyi,Grand Industries Ltd.
T015808,2025-02-23,PROD-003,27-inch 4K Monitor,Electronics,3,1200000,3600000,Customer-052,Taunggyi,Grand Industries Ltd.
T015809,2025-02-23,PROD-005,Noise-Cancelling Headphones,Electronics,5,900000,4500000,Customer-052,Taunggyi,Grand Industries Ltd.
T015810,2025-02-23,PROD-004,Standing Desk Converter,Furniture,7,500000,3500000,Customer-052,Taunggyi,Grand Industries Ltd.
T015952,2025-02-24,PROD-010,Webcam 1080p HD,Electronics,6,180000,1080000,Customer-052,Taunggyi,Grand Industries Ltd.
T015953,2025-02-24,PROD-009,Adjustable Monitor Arm,Furniture,5,195000,975000,Customer-052,Taunggyi,Grand Industries Ltd.
T016085,2025-02-25,PROD-007,USB-C Docking Station,Electronics,5,340000,1700000,Customer-052,Taunggyi,Grand Industries Ltd.
T016227,2025-02-26,PROD-004,Standing Desk Converter,Furniture,5,500000,2500000,Customer-052,Taunggyi,Grand Industries Ltd.
T016396,2025-02-27,PROD-003,27-inch 4K Monitor,Electronics,8,1200000,9600000,Customer-052,Taunggyi,Grand Industries Ltd.
T016397,2025-02-27,PROD-010,Webcam 1080p HD,Electronics,7,180000,1260000,Customer-052,Taunggyi,Grand Industries Ltd.
T016695,2025-03-01,PROD-007,USB-C Docking Station,Electronics,9,340000,3060000,Customer-052,Taunggyi,Grand Industries Ltd.
T016850,2025-03-02,PROD-002,Wireless Mechanical Keyboard,Electronics,2,380000,760000,Customer-052,Taunggyi,Grand Industries Ltd.
T016851,2025-03-02,PROD-001,Ergonomic Mesh Chair,Furniture,9,750000,6750000,Customer-052,Taunggyi,Grand Industries Ltd.
T016998,2025-03-03,PROD-008,Executive Ballpoint Pen Box,Office Supplies,1,70000,70000,Customer-052,Taunggyi,Grand Industries Ltd.
T016999,2025-03-03,PROD-002,Wireless Mechanical Keyboard,Electronics,7,380000,2660000,Customer-052,Taunggyi,Grand Industries Ltd.
T017154,2025-03-04,PROD-008,Executive Ballpoint Pen Box,Office Supplies,4,70000,280000,Customer-052,Taunggyi,Grand Industries Ltd.
T017309,2025-03-05,PROD-008,Executive Ballpoint Pen Box,Office Supplies,9,70000,630000,Customer-052,Taunggyi,Grand Industries Ltd.
T017310,2025-03-05,PROD-010,Webcam 1080p HD,Electronics,5,180000,900000,Customer-052,Taunggyi,Grand Industries Ltd.
T017311,2025-03-05,PROD-007,USB-C Docking Station,Electronics,4,340000,1360000,Customer-052,Taunggyi,Grand Industries Ltd.
T017460,2025-03-06,PROD-007,USB-C Docking Station,Electronics,8,340000,2720000,Customer-052,Taunggyi,Grand Industries Ltd.
T017461,2025-03-06,PROD-010,Webcam 1080p HD,Electronics,10,180000,1800000,Customer-052,Taunggyi,Grand Industries Ltd.
T017615,2025-03-07,PROD-007,USB-C Docking Station,Electronics,3,340000,1020000,Customer-052,Taunggyi,Grand Industries Ltd.
T017616,2025-03-07,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,2,25500,51000,Customer-052,Taunggyi,Grand Industries Ltd.
T017617,2025-03-07,PROD-001,Ergonomic Mesh Chair,Furniture,7,750000,5250000,Customer-052,Taunggyi,Grand Industries Ltd.
T017766,2025-03-08,PROD-003,27-inch 4K Monitor,Electronics,2,1200000,2400000,Customer-052,Taunggyi,Grand Industries Ltd.
T017918,2025-03-09,PROD-007,USB-C Docking Station,Electronics,9,340000,3060000,Customer-052,Taunggyi,Grand Industries Ltd.
T018048,2025-03-10,PROD-002,Wireless Mechanical Keyboard,Electronics,6,380000,2280000,Customer-052,Taunggyi,Grand Industries Ltd.
T018049,2025-03-10,PROD-001,Ergonomic Mesh Chair,Furniture,2,750000,1500000,Customer-052,Taunggyi,Grand Industries Ltd.
T018204,2025-03-11,PROD-008,Executive Ballpoint Pen Box,Office Supplies,1,70000,70000,Customer-052,Taunggyi,Grand Industries Ltd.
T018508,2025-03-13,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,1,25500,25500,Customer-052,Taunggyi,Grand Industries Ltd.
T018667,2025-03-14,PROD-007,USB-C Docking Station,Electronics,3,340000,1020000,Customer-052,Taunggyi,Grand Industries Ltd.
T018668,2025-03-14,PROD-004,Standing Desk Converter,Furniture,10,500000,5000000,Customer-052,Taunggyi,Grand Industries Ltd.
